data,sp500,div,earn,cpi,datefract,10y,rsp500,rdiv,rearn,cape,,,,,,,,,,,,
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,913.89,21.40,54.52,23.93,,,,,,,,,,,,
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,934.27,21.52,53.91,24.35,,,,,,,,,,,,
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,964.76,21.65,53.31,25.03,,,,,,,,,,,,
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,958.91,21.68,53.04,24.76,,,,,,,,,,,,
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1010.44,21.77,52.91,25.98,,,,,,,,,,,,
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1001.43,21.82,52.68,25.63,,,,,,,,,,,,
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,997.74,21.83,52.93,25.42,,,,,,,,,,,,
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1017.46,21.87,53.27,25.81,,,,,,,,,,,,
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1027.99,21.94,53.68,25.97,,,,,,,,,,,,
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,988.53,22.10,54.14,24.86,,,,,,,,,,,,
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1015.16,22.26,54.59,25.41,,,,,,,,,,,,
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1030.57,22.39,54.97,25.68,,,,,,,,,,,,
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1067.78,22.44,56.19,26.48,,,,,,,,,,,,
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1117.73,22.52,57.46,27.59,,,,,,,,,,,,
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1129.25,22.64,58.84,27.72,,,,,,,,,,,,
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1160.49,22.65,59.42,28.33,,,,,,,,,,,,
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1205.43,22.66,60.00,29.27,,,,,,,,,,,,
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1193.03,22.68,60.60,28.80,,,,,,,,,,,,
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1149.08,22.70,60.68,27.59,,,,,,,,,,,,
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1253.89,22.77,60.88,29.93,,,,,,,,,,,,
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1317.26,22.79,60.96,31.26,,,,,,,,,,,,
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1389.19,22.85,60.92,32.77,,,,,,,,,,,,
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1389.52,22.89,60.86,32.59,,,,,,,,,,,,
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1400.69,22.92,60.75,32.67,,,,,,,,,,,,
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1418.31,22.94,60.14,32.90,,,,,,,,,,,,
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1400.92,23.04,59.72,32.34,,,,,,,,,,,,
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1437.69,23.16,59.34,33.03,,,,,,,,,,,,
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1436.50,23.19,59.14,32.86,,,,,,,,,,,,
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,1523.70,23.22,58.94,34.71,,,,,,,,,,,,
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,1599.76,23.24,58.74,36.30,,,,,,,,,,,,
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,1649.25,23.36,58.35,37.28,,,,,,,,,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,1640.62,23.46,57.96,36.96,,,,,,,,,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,1638.56,23.58,57.61,36.80,,,,,,,,,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,1707.71,23.65,57.11,38.26,,,,,,,,,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,1584.75,23.72,56.60,35.42,,,,,,,,,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,1503.31,23.77,56.10,33.53,,,,,,,,,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,1517.02,23.75,55.78,33.77,,,,,,,,,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,1681.53,23.78,55.59,37.37,,,,,,,,,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,1749.62,23.82,55.44,38.82,,,,,,,,,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,1831.48,23.88,55.63,40.58,,,,,,,,,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,1826.05,23.97,55.89,40.40,,,,,,,,,,,,
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,1871.75,24.02,56.05,41.36,,,,,,,,,,,,
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,1935.22,23.85,56.92,42.70,,,,,,,,,,,,
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,1931.32,23.85,58.20,42.56,,,,,,,,,,,,
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,1917.52,23.85,59.47,42.18,,,,,,,,,,,,
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,1996.24,23.87,60.71,43.83,,,,,,,,,,,,
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,1914.31,23.90,61.98,41.93,,,,,,,,,,,,
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,1891.82,23.88,63.09,41.32,,,,,,,,,,,,
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,1862.42,23.86,64.99,40.55,,,,,,,,,,,,
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,1991.60,23.87,66.96,43.21,,,,,,,,,,,,
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2045.54,23.90,68.97,44.20,,,,,,,,,,,,
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2035.07,23.86,70.09,43.77,,,,,,,,,,,,
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,1970.98,23.75,70.99,42.19,,,,,,,,,,,,
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2029.94,23.59,71.71,43.22,,,,,,,,,,,,
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2055.69,23.55,72.13,43.53,,,,,,,,,,,,
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,1993.05,23.49,72.50,41.97,,,,,,,,,,,,
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2043.41,23.34,72.57,42.78,,,,,,,,,,,,
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2054.08,23.13,73.23,42.76,,,,,,,,,,,,
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2071.45,22.96,74.06,42.87,,,,,,,,,,,,
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2036.57,22.68,74.50,41.90,,,,,,,,,,,,
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,1925.16,22.61,72.66,39.37,,,,,,,,,,,,
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,1907.31,22.56,70.91,38.78,,,,,,,,,,,,
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,1843.16,22.53,69.24,37.27,,,,,,,,,,,,
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,1838.05,22.25,66.72,36.98,,,,,,,,,,,,
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,1789.78,22.03,64.37,35.83,,,,,,,,,,,,
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,1621.74,21.84,62.14,32.33,,,,,,,,,,,,
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,1620.76,21.63,57.97,32.17,,,,,,,,,,,,
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,1722.66,21.40,53.80,34.07,,,,,,,,,,,,
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,1676.90,21.24,49.80,33.07,,,,,,,,,,,,
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,1635.12,21.32,46.11,32.16,,,,,,,,,,,,
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,1599.89,21.35,42.27,31.40,,,,,,,,,,,,
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1411.80,21.27,38.26,27.67,,,,,,,,,,,,
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1459.89,21.34,36.75,28.58,,,,,,,,,,,,
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,1534.48,21.38,35.18,30.01,,,,,,,,,,,,
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,1561.35,21.46,33.67,30.50,,,,,,,,,,,,
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,1551.40,21.41,33.60,30.28,,,,,,,,,,,,
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,1491.71,21.32,33.47,29.09,,,,,,,,,,,,
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,1554.95,21.20,33.29,30.29,,,,,,,,,,,,
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,1490.20,21.22,34.01,29.01,,,,,,,,,,,,
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1446.41,21.36,34.93,28.13,,,,,,,,,,,,
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1358.23,21.48,35.82,26.39,,,,,,,,,,,,
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1208.97,21.35,37.25,23.46,,,,,,,,,,,,
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1216.90,21.18,38.59,23.59,,,,,,,,,,,,
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1155.32,21.03,39.99,22.37,,,,,,,,,,,,
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1135.90,21.12,38.84,21.96,,,,,,,,,,,,
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1209.40,21.24,37.76,23.35,,,,,,,,,,,,
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1197.75,21.41,36.75,23.10,,,,,,,,,,,,
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1188.05,21.38,37.80,22.90,,,,,,,,,,,,
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1101.57,21.28,38.70,21.21,,,,,,,,,,,,
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1107.55,21.22,39.66,21.31,,,,,,,,,,,,
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1166.86,21.24,41.60,22.43,,,,,,,,,,,,
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1229.08,21.26,43.52,23.59,,,,,,,,,,,,
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1296.00,21.21,45.32,24.83,,,,,,,,,,,,
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1300.54,21.37,47.03,24.87,,,,,,,,,,,,
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1291.68,21.47,48.61,24.64,,,,,,,,,,,,
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1326.41,21.59,50.20,25.24,,,,,,,,,,,,
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1352.97,21.96,54.66,25.68,,,,,,,,,,,,
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1371.23,22.36,59.23,25.95,,,,,,,,,,,,
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1412.91,22.74,63.73,26.64,,,,,,,,,,,,
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1473.54,22.90,64.83,27.66,,,,,,,,,,,,
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1479.66,23.05,65.89,27.65,,,,,,,,,,,,
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1445.26,23.17,66.86,26.89,,,,,,,,,,,,
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1452.67,23.34,68.42,26.90,,,,,,,,,,,,
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1405.26,23.46,69.79,25.90,,,,,,,,,,,,
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1438.89,23.63,71.32,26.40,,,,,,,,,,,,
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1406.94,23.90,72.12,25.70,,,,,,,,,,,,
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1384.69,24.13,72.77,25.17,,,,,,,,,,,,
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1418.22,24.31,73.31,25.67,,,,,,,,,,,,
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1410.22,24.30,73.25,25.41,,,,,,,,,,,,
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1474.74,24.41,73.54,26.47,,,,,,,,,,,,
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,1518.50,24.62,74.14,27.14,,,,,,,,,,,,
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,1492.82,24.90,74.69,26.59,,,,,,,,,,,,
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,1507.15,25.09,74.96,26.74,,,,,,,,,,,,
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,1489.56,25.22,75.07,26.34,,,,,,,,,,,,
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1441.88,25.34,75.82,25.41,,,,,,,,,,,,
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1460.53,25.65,77.16,25.65,,,,,,,,,,,,
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,1489.47,25.93,78.37,26.07,,,,,,,,,,,,
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,1507.27,26.03,79.33,26.29,,,,,,,,,,,,
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,1502.08,26.12,80.24,26.10,,,,,,,,,,,,
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1485.95,26.02,80.57,25.73,,,,,,,,,,,,
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1441.88,26.27,81.76,24.88,,,,,,,,,,,,
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,1508.94,26.79,83.79,25.93,,,,,,,,,,,,
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,1545.31,27.21,85.50,26.44,,,,,,,,,,,,
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,1553.87,27.23,86.01,26.47,,,,,,,,,,,,
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,1548.22,27.40,86.98,26.25,,,,,,,,,,,,
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,1560.31,27.47,87.64,26.33,,,,,,,,,,,,
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,1557.22,27.50,87.63,26.15,,,,,,,,,,,,
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,1535.06,27.63,87.92,25.65,,,,,,,,,,,,
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,1488.28,27.84,88.47,24.75,,,,,,,,,,,,
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,1492.27,28.02,89.82,24.70,,,,,,,,,,,,
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,1521.14,28.22,91.25,25.05,,,,,,,,,,,,
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,1564.97,28.62,93.31,25.64,,,,,,,,,,,,
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,1628.00,29.09,94.99,26.54,,,,,,,,,,,,
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,1660.63,29.44,96.30,26.93,,,,,,,,,,,,
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,1691.33,29.71,97.33,27.28,,,,,,,,,,,,
2007.01,1424.16,25.08,82.06,202.416,2007.04,4.76,1695.40,29.86,97.68,27.21,,,,,,,,,,,,
2007.02,1444.80,25.29,82.60,203.499,2007.12,4.72,1710.82,29.94,97.81,27.32,,,,,,,,,,,,
2007.03,1406.95,25.49,83.15,205.352,2007.21,4.56,1650.96,29.91,97.57,26.23,,,,,,,,,,,,
2007.04,1463.64,25.72,83.74,206.686,2007.29,4.69,1706.40,29.98,97.63,26.98,,,,,,,,,,,,
2007.05,1511.14,25.94,84.33,207.949,2007.37,4.75,1751.08,30.06,97.72,27.55,,,,,,,,,,,,
2007.06,1514.19,26.17,84.92,208.352,2007.46,5.10,1751.22,30.27,98.21,27.42,,,,,,,,,,,,
2007.07,1520.71,26.44,82.81,208.299,2007.54,5.00,1759.21,30.59,95.80,27.41,,,,,,,,,,,,
2007.08,1454.62,26.71,80.71,207.917,2007.62,4.67,1685.84,30.96,93.54,26.15,,,,,,,,,,,,
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,1730.33,31.18,90.84,26.73,,,,,,,,,,,,
2007.1,1539.66,27.23,74.46,208.936,2007.79,4.53,1775.70,31.40,85.88,27.32,,,,,,,,,,,,
2007.11,1463.39,27.48,70.32,210.177,2007.87,4.15,1677.77,31.51,80.62,25.73,,,,,,,,,,,,
2007.12,1479.22,27.73,66.18,210.036,2007.96,4.10,1697.06,31.81,75.93,25.96,,,,,,,,,,,,
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1573.98,31.87,73.35,24.02,,,,,,,,,,,,
2008.02,1354.87,28.11,62.32,211.693,2008.12,3.74,1542.23,32.00,70.94,23.50,,,,,,,,,,,,
2008.03,1316.94,28.3,60.39,213.528,2008.21,3.51,1486.17,31.94,68.15,22.61,,,,,,,,,,,,
2008.04,1370.47,28.44,57.38,214.823,2008.29,3.68,1537.26,31.90,64.37,23.36,,,,,,,,,,,,
2008.05,1403.22,28.57,54.38,216.632,2008.37,3.88,1560.85,31.78,60.49,23.70,,,,,,,,,,,,
2008.06,1341.25,28.71,51.37,218.815,2008.46,4.10,1477.03,31.62,56.57,22.42,,,,,,,,,,,,
2008.07,1257.33,28.76,49.56,219.964,2008.54,4.01,1377.39,31.50,54.30,20.91,,,,,,,,,,,,
2008.08,1281.47,28.80,47.76,219.086,2008.62,3.89,1409.46,31.68,52.53,21.40,,,,,,,,,,,,
2008.09,1216.95,28.85,45.95,218.783,2008.71,3.69,1340.35,31.78,50.61,20.36,,,,,,,,,,,,
2008.1,968.8,28.70,35.59,216.573,2008.79,3.81,1077.92,31.93,39.60,16.39,,,,,,,,,,,,
2008.11,883.04,28.54,25.24,212.425,2008.87,3.53,1001.69,32.38,28.63,15.26,,,,,,,,,,,,
2008.12,877.56,28.39,14.88,210.228,2008.96,2.42,1005.88,32.54,17.06,15.38,,,,,,,,,,,,
2009.01,865.58,28.01,12.21,211.143,2009.04,2.52,987.84,31.97,13.93,15.17,,,,,,,,,,,,
2009.02,805.23,27.64,9.53,212.193,2009.12,2.87,914.42,31.38,10.83,14.12,,,,,,,,,,,,
2009.03,757.13,27.26,6.86,212.709,2009.21,2.82,857.71,30.88,7.77,13.32,,,,,,,,,,,,
2009.04,848.15,26.70,7.08,213.24,2009.29,2.93,958.43,30.18,8.00,14.98,,,,,,,,,,,,
2009.05,902.41,26.15,7.29,213.856,2009.37,3.29,1016.81,29.46,8.22,16.00,,,,,,,,,,,,
2009.06,926.12,25.59,7.51,215.693,2009.46,3.72,1034.64,28.59,8.39,16.38,,,,,,,,,,,,
2009.07,935.82,25.03,9.19,215.351,2009.54,3.56,1047.14,28.00,10.28,16.69,,,,,,,,,,,,
2009.08,1009.73,24.46,10.86,215.834,2009.62,3.59,1127.31,27.31,12.13,18.09,,,,,,,,,,,,
2009.09,1044.55,23.9,12.54,215.969,2009.71,3.4,1165.46,26.67,13.99,18.83,,,,,,,,,,,,
2009.1,1067.66,23.40,25.35,216.177,2009.79,3.39,1190.09,26.09,28.26,19.36,,,,,,,,,,,,
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.4,1211.99,25.52,42.51,19.81,,,,,,,,,,,,
2009.12,1110.38,22.41,50.97,215.949,2009.96,3.59,1239.02,25.01,56.88,20.32,,,,,,,,,,,,
2010.01,1123.58,22.24,54.29,216.687,2010.04,3.73,1249.48,24.73,60.37,20.53,,,,,,,,,,,,
2010.02,1089.16,22.07,57.61,216.741,2010.12,3.69,1210.90,24.54,64.05,19.92,,,,,,,,,,,,
2010.03,1152.05,21.9,60.93,217.631,2010.21,3.73,1275.58,24.25,67.46,21.00,,,,,,,,,,,,
2010.04,1197.32,21.95,62.99,218.009,2010.29,3.85,1323.41,24.26,69.62,21.80,,,,,,,,,,,,
2010.05,1125.06,21.99,65.04,218.178,2010.37,3.42,1242.58,24.29,71.84,20.48,,,,,,,,,,,,
2010.06,1083.36,22.04,67.1,217.965,2010.46,3.2,1197.69,24.37,74.18,19.74,,,,,,,,,,,,
2010.07,1079.8,22.14,68.69,218.011,2010.54,3.01,1193.50,24.47,75.92,19.67,,,,,,,,,,,,
2010.08,1087.28,22.25,70.27,218.312,2010.62,2.7,1200.11,24.56,77.57,19.77,,,,,,,,,,,,
2010.09,1122.08,22.35,71.86,218.439,2010.71,2.65,1237.80,24.66,79.27,20.38,,,,,,,,,,,,
2010.1,1171.58,22.48,73.69,218.711,2010.79,2.54,1290.80,24.76,81.19,21.24,,,,,,,,,,,,
2010.11,1198.89,22.60,75.52,218.803,2010.87,2.76,1320.33,24.89,83.17,21.70,,,,,,,,,,,,
2010.12,1241.53,22.73,77.35,219.179,2010.96,3.29,1364.95,24.99,85.04,22.40,,,,,,,,,,,,
2011.01,1282.62,22.96,78.67,220.223,2011.04,3.39,1403.44,25.13,86.08,22.98,,,,,,,,,,,,
2011.02,1321.12,23.20,79.99,221.309,2011.12,3.58,1438.47,25.26,87.10,23.49,,,,,,,,,,,,
2011.03,1304.49,23.43,81.31,223.467,2011.21,3.41,1406.65,25.26,87.68,22.90,,,,,,,,,,,,
2011.04,1331.51,23.73,82.16,224.906,2011.29,3.46,1426.60,25.43,88.03,23.14,,,,,,,,,,,,
2011.05,1338.31,24.04,83.02,225.964,2011.37,3.17,1427.17,25.63,88.53,23.06,,,,,,,,,,,,
2011.06,1287.29,24.34,83.87,225.722,2011.46,3,1374.23,25.98,89.53,22.10,,,,,,,,,,,,
2011.07,1325.19,24.62,84.91,225.922,2011.54,3,1413.44,26.26,90.56,22.61,,,,,,,,,,,,
2011.08,1185.31,24.90,85.94,226.545,2011.62,2.3,1260.77,26.49,91.41,20.05,,,,,,,,,,,,
2011.09,1173.88,25.18,86.98,226.889,2011.71,1.98,1246.72,26.74,92.38,19.70,,,,,,,,,,,,
2011.1,1207.22,25.60,86.97,226.421,2011.79,2.15,1284.78,27.24,92.56,20.16,,,,,,,,,,,,
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1306.31,27.71,92.62,20.35,,,,,,,,,,,,
2011.12,1243.32,26.43,86.95,225.672,2011.96,1.98,1327.59,28.22,92.84,20.52,,,,,,,,,,,,
2012.01,1300.58,26.74,87.48,226.665,2012.04,1.97,1382.64,28.42,93.00,21.21,,,,,,,,,,,,
2012.02,1352.49,27.04,88.01,227.663,2012.12,1.97,1431.53,28.62,93.15,21.80,,,,,,,,,,,,
2012.03,1389.24,27.35,88.54,229.392,2012.21,2.17,1459.34,28.73,93.01,22.05,,,,,,,,,,,,
2012.04,1386.43,27.67,88.33,230.085,2012.29,2.05,1452.00,28.98,92.51,21.78,,,,,,,,,,,,
2012.05,1341.27,28.00,88.13,229.815,2012.37,1.8,1406.36,29.36,92.40,20.94,,,,,,,,,,,,
2012.06,1323.48,28.32,87.92,229.478,2012.46,1.62,1389.74,29.74,92.32,20.55,,,,,,,,,,,,
2012.07,1359.78,28.74,87.45,229.104,2012.54,1.53,1430.19,30.23,91.97,21.00,,,,,,,,,,,,
2012.08,1403.45,29.17,86.97,230.379,2012.62,1.68,1467.95,30.51,90.97,21.41,,,,,,,,,,,,
2012.09,1443.42,29.59,86.5,231.407,2012.71,1.72,1503.05,30.81,90.07,21.78,,,,,,,,,,,,
2012.1,1437.82,30.14,86.50,231.317,2012.79,1.75,1497.80,31.40,90.11,21.58,,,,,,,,,,,,
2012.11,1394.51,30.70,86.51,230.221,2012.87,1.65,1459.60,32.13,90.54,20.90,,,,,,,,,,,,
2012.12,1422.29,31.25,86.51,229.601,2012.96,1.72,1492.70,32.80,90.79,21.24,,,,,,,,,,,,
2013.01,1480.4,31.54,86.91,230.28,2013.04,1.91,1549.11,33.00,90.94,21.90,,,,,,,,,,,,
2013.02,1512.31,31.82,87.30,232.166,2013.12,1.98,1569.64,33.03,90.61,22.05,,,,,,,,,,,,
2013.03,1550.83,32.11,87.7,232.773,2013.21,1.96,1605.42,33.24,90.79,22.42,,,,,,,,,,,,
2013.04,1570.7,32.50,88.78,232.531,2013.29,1.76,1627.69,33.68,92.00,22.60,,,,,,,,,,,,
2013.05,1639.84,32.88,89.87,232.945,2013.37,1.93,1696.31,34.02,92.96,23.41,,,,,,,,,,,,
2013.06,1618.77,33.27,90.95,233.504,2013.46,2.3,1670.51,34.33,93.86,22.93,,,,,,,,,,,,
2013.07,1668.68,33.65,92.09,233.596,2013.54,2.58,1721.34,34.71,95.00,23.49,,,,,,,,,,,,
2013.08,1670.09,34.02,93.23,233.877,2013.62,2.74,1720.72,35.05,96.06,23.36,,,,,,,,,,,,
2013.09,1687.17,34.4,94.37,234.149,2013.71,2.81,1736.30,35.40,97.12,23.44,,,,,,,,,,,,
2013.1,1720.03,34.60,96.31,233.546,2013.79,2.62,1774.69,35.70,99.37,23.83,,,,,,,,,,,,
2013.11,1783.54,34.79,98.26,233.069,2013.87,2.72,1843.98,35.97,101.59,24.64,,,,,,,,,,,,
2013.12,1807.78,34.99,100.2,233.049,2013.96,2.9,1869.20,36.18,103.60,24.86,,,,,,,,,,,,
2014.01,1822.36,35.40,100.42,233.916,2014.04,2.86,1877.29,36.47,103.44,24.86,,,,,,,,,,,,
2014.02,1817.04,35.82,100.63,234.781,2014.12,2.71,1864.92,36.76,103.28,24.59,,,,,,,,,,,,
2014.03,1863.52,36.23,100.85,236.293,2014.21,2.72,1900.38,36.95,102.84,24.96,,,,,,,,,,,,
2014.04,1864.26,36.61,101.61,237.072,2014.29,2.71,1894.89,37.21,103.28,24.79,,,,,,,,,,,,
2014.05,1889.77,37.00,102.36,237.9,2014.37,2.56,1914.13,37.47,103.68,24.94,,,,,,,,,,,,
2014.06,1947.09,37.38,103.12,238.343,2014.46,2.6,1968.53,37.79,104.26,25.56,,,,,,,,,,,,
2014.07,1973.1,37.75,104.07,238.25,2014.54,2.54,1995.60,38.18,105.25,25.82,,,,,,,,,,,,
2014.08,1961.53,38.12,105.01,237.852,2014.62,2.42,1987.22,38.62,106.39,25.62,,,,,,,,,,,,
2014.09,1993.23,38.49,105.96,238.031,2014.71,2.53,2017.82,38.96,107.27,25.92,,,,,,,,,,,,
2014.1,1937.27,38.81,104.74,237.433,2014.79,2.3,1966.11,39.38,106.30,25.16,,,,,,,,,,,,
2014.11,2044.57,39.12,103.53,236.151,2014.87,2.33,2086.27,39.92,105.64,26.61,,,,,,,,,,,,
2014.12,2054.27,39.44,102.31,234.812,2014.96,2.21,2108.12,40.47,104.99,26.79,,,,,,,,,,,,
2015.01,2028.18,39.90,101.29,233.707,2015.04,1.88,2091.19,41.14,104.44,26.49,,,,,,,,,,,,
2015.02,2082.2,40.35,100.27,234.722,2015.12,1.98,2137.60,41.43,102.94,27.00,,,,,,,,,,,,
